"By clicking below, I confirm that I have read and understand the applicable <a href=""{{privacy_url}}"" target=""_blank"">Privacy Policy</a> and that I agree to ASICS Studio <a href=""{{terms_url}}"" target=""_blank"">Terms and Conditions</a>.","아래를 클릭함으로 <a href=""{{privacy_url}}"" target=""_blank"">개인정보처리방침</a> 을 확인하고 <a href=""{{terms_url}}"" target=""_blank"">이용 약관</a>.에 동의합니다."
By registering I accept the terms & conditions of ASICS,신규 회원가입시 이용 약관을 확인 해주시기 바립니다.
Can't update wish list,위시리스트를 업데이트 모했습니다.
cancel,취소
Cancel,취소
Canceled,취소됨
canceled,취소됨
"Membership/My Page","회원가입/마이페이지"
Card,신용카드
Card number,신용카드 번호
Careers,채용
Cart Discount:,장바구니 할인:
Cash On Delivery,대금 상환
CATEGORY,카테고리
Category,카테고리
Change Email,이메일 변경
Change Email Address,이메일 변경
Change Email and Password,이메일과 비밀번호 변경
CHANGE LOCATION,위치 변경
Change Password,비밀번호 변경
Change Your ASICS ID Password,비밀번호 변경
Change your serach query,검색조건을 변경하여 다시 검색해보세요
CHECKOUT,결제 진행
Checkout,결제 진행
Checkout Page,결제 페이지
Choose your installment terms,할부 선택
City,도시
Clear Filter,필터 지우기
Clear Shopping Cart,장바구니 비우기
Click & Collect,
CLOTHING,CLOTHING
COLLABORATIONS,COLLABORATIONS
COLLECTIONS,COLLECTIONS
confirm,확인
CONFIRM EMAIL ADDRESS,이메일을 인증
"Confirm Email Address","이메일을 인증"
CONFIRM NEW EMAIL ADDRESS,새로운 이메일을 인증
Confirm New Password,새로운 비밀번호을 확인
Confirm Password,비밀번호 확인
Confirm Password Must Match,비밀번호를 확인해주세요.
Confirm your password…,비밀번호를 확인해주세요.
Confirmation Email Sent,확인메일을 보냈습니다.
Confirmation Failed,확인이 실패되였습니다.
CONNECT WITH US,문의하기
Consumer Services,고객 상담실
CONTACT INFORMATION,개인 정보
Contact Information,개인 정보
Contact Us,문의하기
continue,걔속
Continue as a guest,비회원 구매
Continue as existing user,기존 정보로 계속하기
Continue Shopping,쇼핑 계속하기
Cookie Policy,쿠키규정
Country,국가
Courier Name,택배업자
CREATE ACCOUNT NOW,회원가입
Create an Account,회원 가입
create an id,회원 가입 후 구매
create new address,새 주소 추가
Create New Address,새 주소 추가
Create New Customer Account,신규 회원 가입
Create New Password,새 비밀번호 작성
Create new return request,반품 요청
Create Your Account,계정 작성
Create your free account today and start enjoying the benefits of having an account!,지금 신규 고객으로 가입하시고 최신 발매 소식을 가장 먼저 받아보세요.
Current password,현재 비밀번호
Current Password,현재 비밀번호
Customer Service,고객 상담실
Customer Tax ID,
customers,고객
Date,날짜
day,일
Date of Birth,생일
DATE OF BIRTH:,생일
Day,날
December,12월
Default Billing Address,청구 주소
Default Shipping Address,배송 주소
Defective item sent,상품 불량
Delete,삭제
DELETE USER,사용자 삭제
Delete User Account,계정 삭제
Deliver here,이 주소에 배송
Delivered,배송 완료
delivered,배송 완료
Delivered On,배송완료
DETAILS,배송지관리
Details,배송지관리
Details & Features,상세정보와 특징
Disclaimer,면책 조항
Discount,할인
Dispatch Date,발송일
District,지역
Do you want to login with different user ?,다른 정보로 로그인
Do you want to remove the address?,주소를 삭제 하시겠습니까?
don't have an asics id?,회원이 아니신가요?
don't have an id?,회원이 아니신가요?
Dress,Dress
E-mail Address,이메일
Edit,편집
Edit Account Information,개인 정보
Edit Profile,프로필 편집
Email,이메일
Email Account Confirmed,이메일 계정 확인
Email Account Confirming…,이메일 계정 확인
Email address,이메일
Email Address,이메일
Email Address Updated,이메일 업데이트 완료
Email Updated,이메일 업데이트 완료
Email:,이메일 주소:
Empty Saved Address,주소등록이 비어있습니다.
Empty Wishlist,위시리스트가 비었습니다.
"You have no <a href=""%1"">items</a> in your wishlist. ","위시리스트에 <a href=""%1"">상품</a>을 추가해보세요."
"Enter a combination of at least six numbers, letters and punctuation marks (like ! and &).","6 개 이상의 숫자, 문자, 구두점 (! 나 & 등)를 함께 입력하십시오."
"Enter Email Address","이메일을 입력해 주세요."
Enter Personal Info For Store Pickup,매장 수령을위한 개인 정보 입력
Enter store name or address (minimum 3 characters),매장명 또는 주소를 입력해주세요(최소 3자이상)
Enter you email address,이메일를 입력해주세요
"enter your email address, so we can send you an email from which you can reset your password",아래에서 계정에 연결된 이메일 주소를 입력하세요. 비밀번호 재설정 링크가 전송됩니다.
"Enter your email address, so we can send you an email from which you can reset your password.",아래에서 계정에 연결된 이메일 주소를 입력하세요. 비밀번호 재설정 링크가 전송됩니다.
Enter your email address…,이메일를 입력해주세요
Enter your first name,이름을 입력해주세요
Enter your information to help us tailor gear and services for you.,
Enter your new email address…,새로운 이메일를 입력해주세요
Enter your old password…,이전 비밀번호를 입력하세요
Enter your password…,비밀번호를 입력하세요
Enter your surname,성을 입력해주세요
EXCLUSIVES,EXCLUSIVES
Expiration Date,유효기간
Expiry date,유효기간
Explore our Brands,About Onitsuka Tiger
extra wide,extra wide
Family Name,성
FAQ,자주하는 질문
Faster checkout,간편 결제
February,2월
Female,여성
Filter By,필터
Filter,필터
Find A Store,매장 찾기
Find out more,상세 정보 보기
Find Your Store,매장 찾기
First Name,이름
"First, agree to the terms and conditions, then try placing your order again.",이용 약관 동의후 주문해주세요.
FLAGSHIP STORE,플래그십 스토어
"For full tax invoice, please insert your personal tax ID number in the field.",전체 세금 계산서를 보려면 필드에 개인 세금 ID 번호를 입력하십시오.
Forget Password,비밀번호를 잊으셨나요?
Forgot Password?,비밀번호를 잊으셨나요?
Forgot Your Password?,비밀번호 찾기
Forgot your password? Click Here,비밀번호를 잊으셨나요?
Free Shipping & Free Returns (Details),5만원 이상 구매 시 무료배송(배송안내 자세히보기)
Fri,금
Friday,금요일
Fuss-free returns,수월한 반품
Futsal,Futsal
Gender,성별
Get Started,시작
Get updates about your Order status. Enter your Order ID and Email.,주문 상태를 알려드립니다. 주문 ID와 이메일을 입력해주세요.
Go back,돌아 가기
Gross Amount:,총 금액
Have A Promo Code?,프로모션 코드를 가지고 계십니까?
Having trouble in singing in?,로그인 못하세요?
Having trouble signing in?,로그인 못하세요?
Hello,안녕하세요
Hello %1,안녕하세요
home,집
"If you agree to receive the newsletter, you will be the first to receive information about new products, various benefits and promotions.","뉴스레터를 수신 동의 하시면 가장 먼저 신상품, 다양한 혜택과 프로모션에 관한 정보를 받아 보실 수 있습니다."
"Read and agree to the <a href='%1'>Privacy Policy</a>, then click the button.","<a href='%1'>개인정보 보호정책</a>을 읽고 동의하신 후 버튼을 클릭하세요."
Home Delivery (Standard),자택에 배송
Hoodies,Hoodies
I agree to the Conditions of Use and I understand and agree that my information will be used as described on this page and the ASICS Privacy Policy,이용약관과 개인정보 처리방침을 읽고 이해했습니다.
"I confirm that the product is unused and with original tags intact.","상품은 미사용이며, 태그는 손상되지 않았습니다."
"I have read the <a href='%1'>privacy policy</a> and agree with it upon clicking the Submit button.","<a href='%1'>개인정보 보호정책</a>을 읽고, 버튼을 클릭함으로써 이에 동의합니다."
"I have read the <a href=""%1"">Onitsuka Tiger terms and conditions</a> and I agree with it.",<a href='%1'>이용약관</a>을읽고、버튼을 클릭함으로써 이에 동의합니다.
"I would like to receive communications from ONITSUKA TIGER - including for exclusive member services, events, and gear. I have read , understood and agree to the applicable </br><a href='%1'>Privacy Policy</a>","뉴스레터를 수신 동의 하시면 가장 먼저 신상품, 다양한 혜택과 프로모션에 관한 정보를 받아 보실 수 있습니다. </br><a href='%1'>개인정보 보호정책</a>을 읽고 동의하신 후 버튼을 클릭하세요."
I would like to receive news and promotions from ASICS by email tailored to my preferences and interests,"뉴스레터를 수신 동의하여 가장 먼저 신상품, 다양한 혜택과 프로모션에 관한 정보를 받겠습니다."
"I would like to receive newsletters and information about products, services and events by e-mail, tailored to my interests and preferences, as described in the <a href=""{{privacy_url}}"" target=""_blank"">Privacy Policy</a>.","가장 먼저 신상품, 다양한 혜택과 프로모션에 관한 정보를 받아 보실 수 있는 뉴스레터 수신합니다.<a href='%1'>개인정보 보호정책</a>을읽고、버튼을 클릭함으로써 이에 동의했습니다."
"I would like to receive newsletters and information about products, services and events by email, tailored to my interests and preferences as described in the Privacy Policy.","뉴스레터를 수신 동의하여 가장 먼저 신상품, 다양한 혜택과 프로모션에 관한 정보를 받겠습니다."
If there is an account associated with %1 you will receive an email with a link to reset your password.,%1 에서 등록된 회원정보가 있을 경우 비밀번호 재설정 링크가 포함된 이메일 주소가 발송됩니다.
"If you have an account, sign in with your email address.",이메일로 로그인
"The password can't begin or end with a space. Verify the password and try again.","비밀번호는 공백으로 시작하거나 끝날 수 없습니다. 암호를 확인하고 다시 시도하십시오."
"If you have any additional questions or concerns, please feel free to contact us at",다른 질문이 있으시면 편이 문의해주세요.
"If you have any additional questions or concerns, please feel free to contact us at <a href=mailto:%store_email"">%store_email</a>.""","질문이 있으시면 <a href=mailto:%store_email"">%고객센터</a>.""에 편이 문의해주세요."
"If you have opted for guest checkout, please email %1 to process your returns.",비회원구매를 하실경우 반품처리를위해 %1 에 메일을 보네주세요.
"If you have opted for guest checkout, please email customers-th@asics.com to process your returns.",비회원구매를 하실경우 반품처리를위해 xxxxxx에 메일을 보네주세요.
"If you want to delete your user data from <strong>all ASICS services</strong>, click the button below.",회원정보 삭제를 원하실 경우 아래 버턴을 클릭해주세요.
"If you want to delete your user data from a specific ASICS service and leave your ASICS account intact, use the following links:",ｰ
Incorrect CAPTCHA,CAPTCHA입력이 잘못되었습니다.
Installment available,할부 가능
Installment Plans,할부 설정
Installment plans are available for your order,주문시 할부 설정이 가능합니다.
"Installment: up to 10months, as low as $699.00 per month",ｰ
Invalid Credentials,무효한 자격 증명
Invalid email,무효한 이메일
Invalid email or password,이메일 또는 비밀번호가 무효합니다.
Invalid entry,무효합니다
Invalid login or password.,아이디 또는 비밀번호가 무효합니다.
Invalid UserName,이름이 일치하지 않았습니다.
Invoice,청구서
Invoice Date,청구서 발행일
Invoice No,청구번호
It looks like this page is lost.,페이지를 찾을 수 없습니다.
It looks like you've entered the wrong info. Please make sure that you use your real date of birth.,생년월일이 일치하지 않았습니다.
Item Description,제품 설명
Item in Cart,장바구니의 상품
Items in Cart,장바구니의 상품
Item qty declaration error,
Item(s),상품
Items were not selected,상품 선택해주세요
January,1월
July,7월
June,6월
KIDS,KIDS
Last Name,성
Legal Agreements,법적 규정
Log in using your account from,귀하의 계정을 사용하여 로그인하십시오.
LOGIN,로그인
Login,로그인
My information,나의 정보
LOGIN / REGISTER,로그인/회원가입
Login Successful,로그인했습니다.
Logout,로그아웃
MADE IN JAPAN,MADE IN JAPAN
Male,남성
Manage Addresses,주소 관리
Manage your cards,신용카드를 관리하기
March,3월
May,5월
MEN,MEN
Message length must not exceed %1 symbols,메시지 길이는 %1 이하로 설정해주세요.
Minimum length of this field must be equal or greater than %1 symbols. Leading and trailing spaces will be ignored.,%1자이상으로 설정해주세요.처음과 마지막 스페스는 무시됩니다.
Minimum length of this field must be equal or greater than 8 symbols. Leading and trailing spaces will be ignored.,8자이상으로 설정해주세요.처음과 마지막 스페스는 무시됩니다.
"Minimum of different classes of characters in password is %1. Classes of characters: Lower Case, Upper Case, Digits, Special Characters.","대문자,소문자,특수문자 %1자이상으로 설정해주세요."
"Minimum of different classes of characters in password is 3. Classes of characters: Lower Case, Upper Case, Digits, Special Characters.","대문자,소문자,특수문자 3자이상으로 설정해주세요."
Mobile,휴대폰
Mobile No,휴대폰 번호
Mobile No.,휴대폰 번호
Mobile Number,휴대폰 번호
Mode of Refund,환불 방법
Mode of refund,환불 방법
Mon,월
Monday,월요일
Month,월
Must be at least 8 characters,8자이상으로 설정해주세요.
My Account,회원 정보
My Account Login,로그인/회원가입
My Orders,주문이력
My Profile,회원정보관리
My Returns,반품이력
My Returns Requests,반품이력
My Saved Addresses,배송지관리
My Saved Cart,장바구니
MY WISH LIST,위시리스트
My Wish List,위시리스트
My Wishlist,위시리스트
Name,상품 정보
Name on card,신용카드 이름
Need an account?,회원가입
Need Help?,문의하기
Need to login,로그인하기
New Account Created,회원가입
NEW ARRIVALS,신상품순
New Arrivals,신상품순
New Customers,신규 고객
New Email,새로운 이메일
new password,새로운 비밀번호
New Password,새로운 비밀번호
New to old,신상품 순
NEWSLETTER,"뉴스레터를 구독하시고 온라인 쇼핑 ₩10,000 할인 코드를 받으세요."
NEWSLETTERS,뉴스레터
next,다음
Next,다음
Next Month,다음 달
"Wrapper: ","싸개: "
"Message: ","메시지: "
"Gift Wrap (All Cart)","선물 포장(모든 장바구니)"
"Gift Message (All Cart)","선물 메시지(모든 장바구니)"
No customers to show.,해당 고객이 없습니다
No Password,해당 비밀번호가 없습니다
No transactions found in the selected time duration.,거래가 없습니다.
No. Of Items:,상품수:
Not registered? Create your ASICS ID,
"Note: You will be re-directed to a payment gateway page to complete your purchase.""",주문완료를 위해 결재페이지로 넘어갑니다.
Notification Status,통지 상태
November,11월
October,10월
Office,회사
Old Password,이전 비밀번호
"Once payment is confirmed, a confirmation email will be sent to",
Online Banking,실시간 계좌이체
Online Payment,실시간 계좌이체
Option available only for orders in SGD,SGD 주문에만 사용할 수있는 옵션입니다.
Option available only for orders in THB,THB 주문에만 사용할 수있는 옵션입니다.
OR,또는
Order,주문
Order #,주문
"Order: ","주문 번호 : "
Order all,모든 주문
Order Date,주문 접수
Order date:,주문 접수:
Order Date:,주문 접수:
Order Details,주문 상세 정보
ORDER DETAILS,주문 상세 정보
Order Discount,할인
Order history,주문이력
Order history tracking,주문 이역 조회
Order ID,주문 번호
Order ID:,주문 번호:
Order Method:,주문 방법:
Order No,주문 번호
Order Number:,주문 번호:
Order Placed:,주문이 완료되었습니다.
Order Return,반품
Order Status:,주문 상태:
Order Subtotal,소계
Order Summary,주문 정보
Order Total,총 주문금액
Order Tracking,주문 조회
Ordered Quantity,주문 수량
Original mode of payment,결제방식 지정
Other,기타
Password,비밀번호
Password Changed,비밀번호 변경
Password does not match the confirm password.,비밀번호와 확인용 비밀번호가 일치 않합니다.
Password Field,비밀번호 필드
Password Recovery,비밀번호 찾기
Password Required,비밀번호를　입력해주세요.
Password Reset Email Sent,비밀번호 재설정메일 보내기
Password Strength,비밀번호 강도
Password Strength: Strong,비밀번호 강도 : 강함
Password Strength: Weak,비밀번호 강도 : 약함
Password:,비밀번호 :
PAY,지불
Payment,결재
Payment Instructions,결재 방식
Payment Method,결재 방식
Payments,결제 방식
PayNow QR Code.,PayNow QR 코드.
per page,페이지
Page,페이지
Personal Information,개인 정보
Phone,전화
Phone Number,전화번호
Place Order,주문하기
PLACE YOUR ORDER,주문
" Return Accepted and Waiting for Refund "," 반품 수락 및 환불 대기 중 "
"Return Accepted and Waiting for Refund","반품 수락 및 환불 대기 중"
" Received "," 받은 "
Please accept our terms & conditions and privacy policy.,개인정보 보호정책과 이용약관에 동의해주세요.
Please accept the Return Policy,개인정보 보호정책과 반품규정에 동의해주세요
Please allow at least %1 working days to process your refunds.,환불 처리에는 최소 %1 영업일이 걸립니다.
Please allow at least 15 working days to process your refunds.,환불 처리에는 최소 15영업일이 걸립니다.
Please click below to confirm this change.,변경내용 확인후 클릭하십시오.
Please click Update Shopping Cart to confirm the change.,변경내용 확인후 장바구니 업데이트를 클릭하십시오.
Please confirm you email address,이메일 를 확인해주세요
Please confirm your email address,이메일 를 확인해주세요
"Content","콘텐츠"
"How do you rate the work of a manager?","관리자의 업무를 어떻게 평가합니까?"
"You can also leave a comment.","댓글을 남길 수도 있습니다."
"Send","평가"
"Please Select","선택하기"
"Add","추가하다"
"Carrier wasn't selected or tracking number wasn't filled.","운송업체가 선택되지 않았거나 추적 번호가 작성되지 않았습니다."
Please enter a valid email address (Ex: johndoe@domain.com),유효한 이메일을 입력해 주세요（例：johndoe@domain.com）
Please enter a valid email address (Ex: johndoe@domain.com).,유효한 이메일을 입력해 주세요（例：johndoe@domain.com）
Please enter a valid email address.,유효한 이메일을 입력해주세요.
Please enter a valid number in this field.,이 필드에 유효한 번호를 입력하십시오.
Please enter a valid Promo code to avail the discount offer.,유효한 프로모션 코드를 입력
Please enter less or equal than {0} symbols.,{0} 자이하로 입력해주세요.
Please enter less or equal than %1 symbols.,%1 자이하로 입력해주세요.
Please enter more or equal than {0} symbols.,{0} 자 이상 입력하십시오.
Please enter more or equal than %1 symbols.,%1 자 이상 입력하십시오.
Please enter the same value again.,같은 값을 입력해주세요.
Please enter your email address below to receive a password reset link.,비밀번호 재설정 링크를 받으려면 아래에 이메일 주소를 입력하십시오.
Please enter your email.,이메일을 입력해주세요.
Please enter your new email address below. We will send a confirmation email to the new address.,이메일 주소를 입력하세요. 비밀번호 재설정 링크가 전송됩니다.
Please follow the link to find payment instructions,결제 방법에 대해서는 아래 링크를 확인하십시오.
PLEASE MAKE SURE…,확인해주세요.
Please note that an online return request form has to be raised in order to process your return.,반품을 신청ㅇ하려면 온라인 반품 요청을 작성해야합니다.
"Please note that we accept all items except all sale items, socks, and innerwear items, with original tags and in their original packaging.",양말 및 속옷 품목을 제외한 모든 상품은 상품포장 미개봉이어야 반품이 가능합니다.
Please read the Disclaimer here,면책사항은 여기서 확인하실 수 있습니다.
"Please reject shipment(s) if packaging has signs of severe damage (torn, with holes etc)","포장에 심각한 손상 (찢김, 구멍 등)이있는 경우 배송을 중지하십시오."
Please reject shipment(s) if packaging has signs of severe damage such as torn packaging,"포장에 심각한 손상 (찢김, 구멍 등)이있는 경우 배송을 중지하십시오."
Please select an option,옵션을 선택하세요
Please select an option.,옵션을 선택하세요
Please Select Reason for,이유를 선택하세요
Please select valid date,유효한 날짜를 선택하십시오
Please select your country.,국가를 선택하십시오.
Please select your date of birth.,생년월일을 선택하세요.
Please select your gender.,성별을 선택 해주세요.
Please sign in to change your email.,이메일을 변경하려면 로그인하세요.
Please sign in to change your password.,비밀번호를 변경하려면 로그인하세요.
Please sign in to delete your account.,회원정보를 삭제하려면 로그인하세요.
Please sign in to update your profile.,프로필을 업데이트하려면 로그인하세요.
Please specify product option(s).,상품 옵션을 지정하십시오
Please type the letters and numbers below,아래 문자와 숫자를 입력하세요
"Choose a return","반품 선택하기"
Please verify that you used your correct birthday.,생년월일이 옳을지 확인하세요.
Popularity,인기순
Post/Zip code,우편번호
Postal Code,우편 번호
Postal code,우편 번호
Postal Returns (For Home Delivery orders),우편 반품 (택배 주문의 경우)
Press,프레스
Previous Month,지난달
PRICE,가격
Price,가격
Price high to low,높은 가격순
Price High to Low,높은 가격순
Price low to high,낮은 가격순
Price Low to High,낮은 가격순
Print,인쇄
Print Order summary,주문 내역 인쇄
Privacy Policy,개인정보 처리방침
privacy policy,개인정보 보호정책
Proceed to Checkout,결제 진행
Product,상품
Product Details,상품 상세정보
Product No,상품 번호
Profile,프로필.
Promo code:,프로모션 코드 :
Promotion Discount:,할인:
Province,시
QTY,수량
Qty,수량
Qty.,수량
QTY:,수량:
quantity,수량
Quantity,수량
Quick View,QUICKVIEW
read more,더 보기
Reason Code,이유 코드
Reason for return,반품 사유
Receive News Letter,뉴스레터에 가입
Receive special offers & the latest exclusive news about Onitsuka Tiger products.,다양한 혜택과 프로모션에 관한 정보를 받아 보실 수 있습니다.
Recent Orders,최근 주문
Refund to original payment method,주문시 결제 수단으로 환불
Register,기록
Register Lander,
Relevance,관련성
Reload captcha,보안 문자 새로 하기
Remember Me,정보를 기억하기
Remember me for next time,로그인 정보 기억
Remember this card,신용카드 정보를 기억
Reorder,다시 주문
Reorder All,전부 다시 주문
Required Fields,필수
RESET MY PASSWORD,비밀번호 재설정
Reset My Password,비밀번호 재설정
Reset Password,비밀번호 재설정
Return,반품
Return (Please Tick),반품(체크하세요)
Return All,전부 반품
RETURN FORM,반환 양식
RETURN POLICY,반품에 대하여
Return Quantity,반품 수량
Return Request,반품 요청
Return(Please Tick),반품(체크하세요)
Returning an item is eaay with us!,반품 요청은 편이 하세요.
Returns Policy,반품에 대하여
SALE,SALE
Sat,토
Saturday,토요일
SAVE,저장하기
Save,저장하기
Save & Continue,계속하기
save and continue,계속하기
Save and Continue,계속하기
Saved addresses,주소 를 보존
Search,검색
Search Result,검색 결과
"Search Results: ","검색 결과："
"Please refer to the following to search again.","다음을 참고하여 다시 검색해보세요."
SEARCH...,검색
Security code,Security code
Select,선택하세요
Select a card to proceed,신용카드를 선택하여 진행
Select a payment method,결제 방식 선택
Select an Option,옵션을 선택하세요
Select Date,날짜를 선택하세요
Select Month,달을 선택하세요
select size,사이즈를 선택하세요
Select some Options,옵션을 선택하세요
select width,폭을 선택하세요
Select Year,연도를 선택하세요
Select your country,나라를 선택하세요
Select your date of birth. You can change who can see this later.,생년월일을 선택해주세요.
Select your gender,성별을 선택하세요
Select your preferred store for pick up,픽업을 위해 선호하는 매장을 선택하세요
Selected option(s) or their combination is not currently available.,선택한 옵션 혹은 그 조합은 현재 사용할 수 없습니다.
Send Reset Link,재설정 링크 보내기
September,9월
Services,서비스
SET MY PASSWORD,비밀번호 설정
SET NEW PASSWORD,새 비밀번호 설정
Set Password,비밀번호 설정
Set Your Password,비밀번호 설정
Ship To,배송지
Shiping,배송비
Shipment Details,배송 상세 정보
shipment details,배송 상세 정보
Shipment is delivered,배송됨
Shipment Status,배송 상태
Shipment Status:,배송 상태:
Shipping,배송비
Shipping & Handling:,배송비:
Shipping Address,배송 주소
Shipping Address,배송 주소,module,Magento_Sales
"Shipping Address","배송 주소"
Shipping Information,배송에 대하여
SHIPPING METHOD,배송 방법
Shipping:,배송:
SHOES,SHOES
SHOP,구매하기
SHOPPING BAG,장바구니
Shopping Cart,장바구니
Show,보기
Show…per page,페이지로 보기
SIGN IN,로그인
Sign In,로그인
Sign In/Register,로그인/회원가입
SIGN IN WITH FACEBOOK,SIGN IN WITH FACEBOOK
SIGN IN WITH GOOGLE,SIGN IN WITH GOOGLE
SIGN IN WITH YOUR ASICS ID,
Sign Up,회원 가입
"RMA Details","반품 내용"
Sign Up for Newsletter,뉴스레터 구독
SIGN UP FOR OUR NEWSLETTER,"뉴스레터를 구독하시고 온라인 쇼핑 ₩10,000 할인 코드를 받으세요."
"You must be at least 14 years of age at the time of registration.","가입시 만 14세 이상이여야합니다."
"Please agree to the terms and conditions.","이용약관에 동의해주세요."
"Sign up for our newsletter and receive 10% off your first purchase.","뉴스레터를 구독하시고 온라인 쇼핑 ₩20,000 할인 코드를 받으세요."
Sign up for our newsletter to receive special offers and exclusive news about Onitsuka Tiger products.,"뉴스레터를 수신 동의 하시면 가장 먼저 신상품, 다양한 혜택과 프로모션에 관한 정보를 받아 보실 수 있습니다."
Sign Up With Email,이메일로 가입
Sign Up with Facebook,Facebook로 계속하기
Sign Up with Google,Google로 계속하기
Sign-in Information,로그인 정보
Site Map,Site Map
Size guide,사이즈 가이드
Size Guide,사이즈 가이드
Size Guide(Women' shoes),사이즈 가이드(여성 신발)
SIZES,사이즈
Skort,Skort
Soccer,Soccer
Some of the products below do not have all the required options.,아래의 일부상품은 필수 옵션이선택되어 있지 않습니다.
Some of the selected options are not currently available.,선택한 옵션 중 일부는 현재 사용할 수 없습니다.
Something went wrong during the item options declaration.,옵션 선택중에 문제가 발생했습니다.
"Sorry for the inconveience, but we're currently doing site maitenance to improve your experience. Please come back in a while.",죄송합니다. 현재 사이트 관리를 진행하고 있습니다. 잠시 후에 다시 오십시오.
Sort by,선택해 주시기 바랍니다.
Sort By,선택해 주시기 바랍니다.
Standard,표준
"Carrier","배송 회사"
State,도
Status,반품 현황
Return Status,반품 현황
Status Order,주문 현황
Status updated date,상태 업데이트 날짜
Stock Available,재고 있음
STORE,매장 찾기
STORE FINDER,매장 찾기
Store Returns (For Click & Collect orders),반품 매장 (Click & Collect 주문의 경우)
Stored Credit/Debit Cards,보존된 신용 / 직불 카드
Strong,강함
Style #:,스타일 #
style #:,스타일 #
"style:","스타일 #:"
Style,스타일
"RMA Address","반품 주소 확인"
"Select Address","주소 선택"
Sub Total (Inclusive of VAT),
SUBMIT,제출
